site,longitude,latitude,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21
Hoan Kiem lake,105.844533,21.0316823,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84
Hoan Kiem lake,105.8449179,21.0316804,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76
Hoan Kiem lake,105.8453028,21.0316785,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54
Hoan Kiem lake,105.8456878,21.0316765,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59
Hoan Kiem lake,105.8460727,21.0316746,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45,67.45
Hoan Kiem lake,105.8464576,21.0316727,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6
Hoan Kiem lake,105.8468425,21.0316708,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87
Hoan Kiem lake,105.8472274,21.0316689,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85
Hoan Kiem lake,105.8476124,21.031667,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26,58.26
Hoan Kiem lake,105.8479973,21.031665,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73
Hoan Kiem lake,105.8483822,21.0316631,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91
Hoan Kiem lake,105.8487671,21.0316612,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38
Hoan Kiem lake,105.849152,21.0316593,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4,63.4
Hoan Kiem lake,105.8495369,21.0316573,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04
Hoan Kiem lake,105.8499219,21.0316554,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67,64.67
Hoan Kiem lake,105.8503068,21.0316535,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73,63.73
Hoan Kiem lake,105.8506917,21.0316516,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41,69.41
Hoan Kiem lake,105.8510766,21.0316496,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3
Hoan Kiem lake,105.8514615,21.0316477,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76,66.76
Hoan Kiem lake,105.8518464,21.0316458,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88,64.88
Hoan Kiem lake,105.8522314,21.0316439,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72,66.72
Hoan Kiem lake,105.8526163,21.0316419,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05
Hoan Kiem lake,105.8530012,21.03164,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88,70.88
Hoan Kiem lake,105.8533861,21.0316381,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17
Hoan Kiem lake,105.853771,21.0316361,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08,66.08
Hoan Kiem lake,105.854156,21.0316342,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08
Hoan Kiem lake,105.8545409,21.0316323,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01,69.01
Hoan Kiem lake,105.8549258,21.0316303,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62
Hoan Kiem lake,105.8553107,21.0316284,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34,62.34
Hoan Kiem lake,105.8556956,21.0316265,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2,69.2
Hoan Kiem lake,105.8560805,21.0316245,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28
Hoan Kiem lake,105.8564655,21.0316226,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07
Hoan Kiem lake,105.8568504,21.0316207,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98,67.98
Hoan Kiem lake,105.8572353,21.0316187,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26,69.26
Hoan Kiem lake,105.8576202,21.0316168,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.32
Hoan Kiem lake,105.8422255,21.0320551,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82
Hoan Kiem lake,105.8426105,21.0320532,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19
Hoan Kiem lake,105.8429954,21.0320513,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02
Hoan Kiem lake,105.8433803,21.0320494,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62,63.62
Hoan Kiem lake,105.8437652,21.0320475,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9
Hoan Kiem lake,105.8441501,21.0320456,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21,63.21
Hoan Kiem lake,105.844535,21.0320437,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13,63.13
Hoan Kiem lake,105.84492,21.0320417,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
Hoan Kiem lake,105.8453049,21.0320398,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64
Hoan Kiem lake,105.8456898,21.0320379,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55,64.55
Hoan Kiem lake,105.8460747,21.032036,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38,62.38
Hoan Kiem lake,105.8464596,21.0320341,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26
Hoan Kiem lake,105.8468446,21.0320322,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79
Hoan Kiem lake,105.8472295,21.0320303,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97
Hoan Kiem lake,105.8476144,21.0320283,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41,59.41
Hoan Kiem lake,105.8479993,21.0320264,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87
Hoan Kiem lake,105.8483842,21.0320245,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17
Hoan Kiem lake,105.8487692,21.0320226,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92,68.92
Hoan Kiem lake,105.8491541,21.0320207,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78,60.78
Hoan Kiem lake,105.849539,21.0320187,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86,60.86
Hoan Kiem lake,105.8499239,21.0320168,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06
Hoan Kiem lake,105.8503088,21.0320149,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42
Hoan Kiem lake,105.8506937,21.032013,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5,66.5
Hoan Kiem lake,105.8510787,21.032011,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31
Hoan Kiem lake,105.8514636,21.0320091,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27,67.27
Hoan Kiem lake,105.8518485,21.0320072,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29
Hoan Kiem lake,105.8522334,21.0320052,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87
Hoan Kiem lake,105.8526183,21.0320033,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61,64.61
Hoan Kiem lake,105.8530033,21.0320014,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64
Hoan Kiem lake,105.8533882,21.0319995,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07
Hoan Kiem lake,105.8537731,21.0319975,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56
Hoan Kiem lake,105.854158,21.0319956,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59,63.59
Hoan Kiem lake,105.8545429,21.0319937,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99
Hoan Kiem lake,105.8549278,21.0319917,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91
Hoan Kiem lake,105.8553128,21.0319898,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3,62.3
Hoan Kiem lake,105.8556977,21.0319879,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7,68.7
Hoan Kiem lake,105.8560826,21.0319859,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39,66.39
Hoan Kiem lake,105.8564675,21.031984,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4
Hoan Kiem lake,105.8568524,21.031982,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7
Hoan Kiem lake,105.8572374,21.0319801,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21,65.21
Hoan Kiem lake,105.8576223,21.0319782,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18,63.18
Hoan Kiem lake,105.8422276,21.0324165,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22,64.22
Hoan Kiem lake,105.8426125,21.0324146,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95,66.95
Hoan Kiem lake,105.8429974,21.0324127,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91
Hoan Kiem lake,105.8433823,21.0324108,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39,67.39
Hoan Kiem lake,105.8437672,21.0324089,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31,64.31
Hoan Kiem lake,105.8441522,21.032407,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87
Hoan Kiem lake,105.8445371,21.032405,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12
Hoan Kiem lake,105.844922,21.0324031,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72
Hoan Kiem lake,105.8453069,21.0324012,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87
Hoan Kiem lake,105.8456918,21.0323993,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86
Hoan Kiem lake,105.8460768,21.0323974,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39
Hoan Kiem lake,105.8464617,21.0323955,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6
Hoan Kiem lake,105.8468466,21.0323936,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87
Hoan Kiem lake,105.8472315,21.0323916,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15
Hoan Kiem lake,105.8476164,21.0323897,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13,65.13
Hoan Kiem lake,105.8480014,21.0323878,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89
Hoan Kiem lake,105.8483863,21.0323859,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9
Hoan Kiem lake,105.8487712,21.032384,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85
Hoan Kiem lake,105.8491561,21.032382,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4
Hoan Kiem lake,105.849541,21.0323801,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66
Hoan Kiem lake,105.849926,21.0323782,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16
Hoan Kiem lake,105.8503109,21.0323763,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02
Hoan Kiem lake,105.8506958,21.0323743,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09,69.09
Hoan Kiem lake,105.8510807,21.0323724,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67,68.67
Hoan Kiem lake,105.8514656,21.0323705,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25
Hoan Kiem lake,105.8518506,21.0323686,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28,68.28
Hoan Kiem lake,105.8522355,21.0323666,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83,65.83
Hoan Kiem lake,105.8526204,21.0323647,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33
Hoan Kiem lake,105.8530053,21.0323628,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59,68.59
Hoan Kiem lake,105.8533902,21.0323608,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45
Hoan Kiem lake,105.8537752,21.0323589,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05
Hoan Kiem lake,105.8541601,21.032357,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58,63.58
Hoan Kiem lake,105.854545,21.032355,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99
Hoan Kiem lake,105.8549299,21.0323531,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05
Hoan Kiem lake,105.8553148,21.0323512,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42
Hoan Kiem lake,105.8556997,21.0323492,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96,65.96
Hoan Kiem lake,105.8560847,21.0323473,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34,70.34
Hoan Kiem lake,105.8564696,21.0323454,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28
Hoan Kiem lake,105.8568545,21.0323434,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13,69.13
Hoan Kiem lake,105.8572394,21.0323415,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89,65.89
Hoan Kiem lake,105.8576243,21.0323395,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51
Hoan Kiem lake,105.8422296,21.0327779,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57
Hoan Kiem lake,105.8426145,21.032776,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44
Hoan Kiem lake,105.8429994,21.0327741,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58,60.58
Hoan Kiem lake,105.8433844,21.0327722,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89
Hoan Kiem lake,105.8437693,21.0327703,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7
Hoan Kiem lake,105.8441542,21.0327683,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88,60.88
Hoan Kiem lake,105.8445391,21.0327664,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88,68.88
Hoan Kiem lake,105.844924,21.0327645,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99
Hoan Kiem lake,105.845309,21.0327626,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87
Hoan Kiem lake,105.8456939,21.0327607,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62,60.62
Hoan Kiem lake,105.8460788,21.0327588,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15
Hoan Kiem lake,105.8464637,21.0327569,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25
Hoan Kiem lake,105.8468486,21.0327549,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46,67.46
Hoan Kiem lake,105.8472336,21.032753,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08,63.08
Hoan Kiem lake,105.8476185,21.0327511,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91,64.91
Hoan Kiem lake,105.8480034,21.0327492,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
Hoan Kiem lake,105.8483883,21.0327473,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44
Hoan Kiem lake,105.8487732,21.0327453,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83,61.83
Hoan Kiem lake,105.8491582,21.0327434,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51,65.51
Hoan Kiem lake,105.8495431,21.0327415,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5
Hoan Kiem lake,105.849928,21.0327396,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85,63.85
Hoan Kiem lake,105.8503129,21.0327377,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76,64.76
Hoan Kiem lake,105.8506978,21.0327357,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38
Hoan Kiem lake,105.8510828,21.0327338,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45,64.45
Hoan Kiem lake,105.8514677,21.0327319,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41,63.41
Hoan Kiem lake,105.8518526,21.0327299,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79
Hoan Kiem lake,105.8522375,21.032728,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91,61.91
Hoan Kiem lake,105.8526225,21.0327261,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67
Hoan Kiem lake,105.8530074,21.0327242,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03
Hoan Kiem lake,105.8533923,21.0327222,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68,61.68
Hoan Kiem lake,105.8537772,21.0327203,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
Hoan Kiem lake,105.8541621,21.0327184,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53,61.53
Hoan Kiem lake,105.854547,21.0327164,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1,68.1
Hoan Kiem lake,105.854932,21.0327145,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57
Hoan Kiem lake,105.8553169,21.0327126,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36
Hoan Kiem lake,105.8557018,21.0327106,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33,67.33
